5030.7001 0.0000
5030.7501 1.0000
5031.0102 1.0000
5031.0602 0.0000
5035.7401 0.0000
5035.7901 1.0000
5036.2001 1.0000
5036.2501 0.0000
5036.4901 0.0000
5036.5401 1.0000
5037.2699 1.0000
5037.3199 0.0000
5037.5302 0.0000
5037.5802 1.0000
5037.8202 1.0000
5037.8702 0.0000
5038.5102 0.0000
5038.5602 1.0000
5039.3002 1.0000
5039.3502 0.0000
5039.5102 0.0000
5039.5602 1.0000
5039.8300 1.0000
5039.8800 0.0000
5040.0902 0.0000
5040.1402 1.0000
5040.3798 1.0000
5040.4298 0.0000
5040.9599 0.0000
5041.0099 1.0000
5041.2602 1.0000
5041.3102 0.0000
5042.6200 0.0000
5042.6700 1.0000
5042.9301 1.0000
5042.9801 0.0000
5043.1098 0.0000
5043.1598 1.0000
5043.6898 1.0000
5043.7398 0.0000
5044.1200 0.0000
5044.1700 1.0000
5044.6498 1.0000
5044.6998 0.0000
5045.1698 0.0000
5045.2198 1.0000
5045.5302 1.0000
5045.5802 0.0000
5053.6000 0.0000
5053.6500 1.0000
5053.9198 1.0000
5053.9698 0.0000
5057.6298 0.0000
5057.6798 1.0000
5057.9999 1.0000
5058.0499 0.0000
5058.8002 0.0000
5058.8502 1.0000
5059.1601 1.0000
5059.2101 0.0000
5059.4501 0.0000
5059.5001 1.0000
5059.7802 1.0000
5059.8302 0.0000
5061.2201 0.0000
5061.2701 1.0000
5061.5702 1.0000
5061.6202 0.0000
5062.3598 0.0000
5062.4098 1.0000
5062.6400 1.0000
5062.6900 0.0000
5067.1498 0.0000
5067.1998 1.0000
5067.5102 1.0000
5067.5602 0.0000
5067.6200 0.0000
5067.6700 1.0000
5067.9101 1.0000
5067.9601 0.0000
5068.3100 0.0000
5068.3600 1.0000
5068.7499 1.0000
5068.7999 0.0000
5074.0800 0.0000
5074.1300 1.0000
5074.4599 1.0000
5074.5099 0.0000
5077.6698 0.0000
5077.7198 1.0000
5078.0302 1.0000
5078.0802 0.0000
5078.6698 0.0000
5078.7198 1.0000
5078.9901 1.0000
5079.0401 0.0000
5080.3500 0.0000
5080.4000 1.0000
5080.7001 1.0000
5080.7501 0.0000
5085.0502 0.0000
5085.1002 1.0000
5085.3598 1.0000
5085.4098 0.0000
5087.8598 0.0000
5087.9098 1.0000
5088.1801 1.0000
5088.2301 0.0000
5093.7699 0.0000
5093.8199 1.0000
5094.0702 1.0000
5094.1202 0.0000
5410.8202 0.0000
5410.8702 1.0000
5411.1200 1.0000
5411.1700 0.0000
5414.4398 0.0000
5414.4898 1.0000
5414.7201 1.0000
5414.7701 0.0000
5415.6698 0.0000
5415.7198 1.0000
5416.0102 1.0000
5416.0602 0.0000
5420.7099 0.0000
5420.7599 1.0000
5421.0199 1.0000
5421.0699 0.0000
5424.2602 0.0000
5424.3102 1.0000
5424.6000 1.0000
5424.6500 0.0000
5436.9101 0.0000
5436.9601 1.0000
5437.2401 1.0000
5437.2901 0.0000
5438.4301 0.0000
5438.4801 1.0000
5438.7299 1.0000
5438.7799 0.0000
5449.4301 0.0000
5449.4801 1.0000
5449.7299 1.0000
5449.7799 0.0000
5457.7099 0.0000
5457.7599 1.0000
5458.0399 1.0000
5458.0899 0.0000
5460.7602 0.0000
5460.8102 1.0000
5461.0600 1.0000
5461.1100 0.0000
5463.7602 0.0000
5463.8102 1.0000
5464.0800 1.0000
5464.1300 0.0000
5471.5902 0.0000
5471.6402 1.0000
5471.8798 1.0000
5471.9298 0.0000
5678.1601 0.0000
5678.2101 1.0000
5678.4901 1.0000
5678.5401 0.0000
5683.1498 0.0000
5683.1998 1.0000
5683.4701 1.0000
5683.5201 0.0000
