4584.81707102268  0.4776507
4584.85856655232  0.1225572
4584.90006297973  0.06479023
4584.9415602996  0.0638888
4584.98305850663  0.09607587
4585.02455759552  0.3879155
4585.06605756099  0.6841346
4585.10755839774  0.822983
4585.1490601005  1.00697
4585.190562664  1.05807
4585.23206608297  1.001961
4585.27357035214  1.076848
4585.31507546627  1.053854
4585.3565814201  1.282225
4585.39808820839  1.185451
4585.4395958259  1.005347
4585.48110426741  0.962163
4585.52261352767  0.9904375
4585.56412360149  1.063707
4585.60563448363  1.405792
4585.64714616889  1.
4585.68865865208  1.101236
4585.73017192799  1.185791
4585.77168599143  1.311373
4585.81320083722  1.186298
4585.85471646018  1.087997
4585.89623285514  0.9073157
4585.93775001692  0.8636301
4585.97926794037  0.6633628
4586.02078662033  0.4992844
4586.06230605165  0.2842167
4586.10382622919  0.3652013
4586.14534714781  0.3838218
4586.18686880238  0.4280008
4586.22839118776  0.5954685
4586.26991429884  0.6038822
4586.3114381305  0.4401578
4586.35296267764  0.5589649
4586.39448793515  0.295685
4586.43601389793  0.376264
4586.47754056089  0.3807056
4586.51906791894  0.2805968
4586.56059596701  0.2977065
4586.60212470001  0.4037792
4586.64365411288  0.5845944
4586.68518420055  0.9044361
4586.72671495797  0.9657441
4586.76824638009  0.8314753
4586.80977846185  0.9890458
4586.85131119822  0.9168841
4586.89284458417  0.9332222
4586.93437861466  0.9444106
4586.97591328466  0.8692644
4587.01744858917  0.9003437
4587.05898452317  0.7558405
4587.10052108165  0.7253226
4587.14205825961  0.4900298
4587.18359605206  0.4502579
4587.225134454  0.3742018
4587.26667346046  0.3119859
4587.30821306645  0.1840196
4587.34975326701  0.2764114
4587.39129405716  0.5844921
4587.43283543194  0.6635127
4587.4743773864  0.6838518
4587.51591991559  0.8806719
4587.55746301456  0.8449311
4587.59900667837  0.8200068
4587.64055090209  0.8088118
4587.6820956808  0.7817098
4587.72364100957  0.72604
4587.76518688348  0.6456969
4587.80673329762  0.6636482
4587.84828024709  0.6483904
4587.88982772699  0.4947606
4587.93137573242  0.5669243
4587.97292425849  0.6797088
4588.01447330033  0.8148465
4588.05602285305  0.9294336
4588.09757291178  1.017689
4588.13912347166  0.8762125
4588.18067452782  0.9542027
4588.22222607541  0.8179507
4588.26377810957  0.9364088
4588.30533062547  0.6621836
4588.34688361827  0.6219409
4588.38843708312  0.4708786
4588.42999101521  0.7216877
4588.47154540971  0.9802823
4588.51310026181  1.125189
4588.55465556668  1.086666
4588.59621131954  1.112436
4588.63776751557  1.078467
4588.67932414998  1.052453
4588.72088121798  1.223077
4588.76243871478  1.071128
4588.80399663562  0.9497894
4588.84555497571  0.7949543
4588.88711373029  0.655937
4588.9286728946  0.8204406
4588.97023246387  0.9620934
4589.01179243336  1.140514
4589.05335279832  1.177895
4589.094913554  1.172401
